data_date,security_id,d3
20100817,5916301,-356.424242424242
20111116,1895201,-329.276315789474
20130510,7928501,-243.046958377801
20150817,5461901,-172.178041543027
20110307,4950001,-141.513859275053
20170717,29547501,-119.513641755635
20140513,1107356301,-58.88367424117
20111114,7106001,-51.1429961089494
20100816,3974601,-49.4159829369582
20140812,1107356301,-47.0849282934371
20100831,4472401,-44.5252883762201
20160810,4310101,-42.2689530685921
20160225,1096510201,-39.2895819796405
20140219,1107356301,-38.3095848858764
20110816,6900101,-34.5116247450714
20160907,4472401,-33.4350430550356
20171020,5005201,-32.3411822418445
20100721,4364201,-26.1110855629237
20130306,35408901,-25.8157248157248
20161111,1114241501,-23.969128113879
20121217,29547501,-22.4422912021952
20120323,7542301,-22.1592680352562
20150401,2336201,-21.7903285345146
20170804,9666201,-21.3529393948572
20161021,5005201,-20.629273650968
20120307,8310201,-20.4172661870504
20161027,1101506101,-19.6523654095717
20160513,1114471401,-18.0056207969487
20170721,5005201,-16.8828502415459
20111212,29547501,-16.567760342368
20170511,854301,-15.9273422562141
20120503,2695901,-14.5841354251889
20170322,29693801,-14.5674333199934
20110223,33071701,-14.4513224535734
20110815,7106001,-14.0895923856818
20160225,33176001,-13.6389618414954
20161108,1107027001,-12.8161110709379
20101011,7422201,-12.4647887323944
20101104,7928501,-12.2809718225018
20141111,657801,-12.1548483156523
20170811,1114016601,-11.9372211109401
20160330,242901,-11.3084705018196
20160107,5996301,-11.2347208012493
20100517,32288001,-11.1055836248219
20160212,2298301,-10.852571891454
20101116,2985101,-10.507204610951
20151124,1100711901,-10.1513848271116
20160506,10212501,-10.048332417079
20170310,1113763901,-9.81458643419094
20170309,1106660701,-9.44862524483454
20151110,2695901,-9.3959084217473
20140508,1092631601,-9.2966001176154
20151113,1112810101,-8.71924470722869
20150805,4160301,-8.71663263411918
20170515,1400001,-8.40077685374234
20100806,7928501,-8.16023738872403
20120328,8373001,-8.01226366888094
20110815,7679101,-7.98260574146424
20160511,5544001,-7.84195076732928
20170501,1102202101,-7.83690093319977
20100311,21677501,-7.79765231973169
20100401,5291101,-7.60028912179256
20151113,7043501,-7.49634823254455
20170317,1089993201,-7.45994810056579
20120227,36227001,-7.33300834881124
20170214,1400001,-7.13665255095018
20170504,1101506101,-7.1309460275243
20161115,1114791601,-7.00104323321004
20101111,4472401,-6.94678373051424
20100514,3974601,-6.87802325764371
20121102,2793301,-6.77952472649554
20100507,10208801,-6.74933810375671
20120503,3616501,-6.70763706670349
20170804,1999701,-6.6120715077031
20170322,5181301,-6.32949318479132
20101115,21677501,-6.32323232323232
20140620,7612501,-6.29140497289856
20170512,1114949801,-6.25188080117245
20130322,242901,-6.06575609756098
20150817,4430101,-6.05333782493964
20160929,33461501,-6.05096616966976
20140916,4426201,-6.03516008642703
20170315,1113816101,-6.03321550463189
20111115,7679101,-5.99625615763547
20110401,6900101,-5.9358526142122
20160513,5135801,-5.90284487385937
20141105,6003501,-5.85296420183617
20150817,7869001,-5.8493861904993
20160329,1107834701,-5.78963951441016
20171115,1115577901,-5.78043677121558
20100805,8673301,-5.61195525129404
20160816,1107834701,-5.58165490033223
20131107,198601,-5.49421193232413
20151116,2000701,-5.47808477478691
20110214,4472401,-5.37916698745092
20130325,2996801,-5.33193337469575
20110512,21677501,-5.13716603053435
20140626,2359601,-5.12396694214876
20160511,1096594301,-5.09878540808607
20111110,5330101,-5.03846661098167
20161220,33461501,-5.02616991104809
20160810,242901,-4.94466841200752
20150819,33461501,-4.92662153308583
20151110,5544001,-4.88560571419561
20100107,6941901,-4.79519660016646
20140326,7542301,-4.77058158581963
20130207,8475501,-4.74784341653362
20161014,1089993201,-4.74655620373548
20161212,29547501,-4.72170549774381
20170511,1101521801,-4.69542822407781
20130301,4364201,-4.69220667725599
20160721,5996301,-4.67118626853545
20100511,10209101,-4.65900006149683
20161111,4310101,-4.61528135138159
20100429,210001,-4.61031563448974
20150326,1111305701,-4.60178715114556
20130327,16247601,-4.58996957447112
20161104,1113805201,-4.57652495378928
20121112,2996801,-4.57016769638129
20170804,1114123701,-4.55451090218044
20131108,3974601,-4.49051175438942
20170811,1114949801,-4.46903342030066
20160511,1400001,-4.44124135164945
20130306,7373201,-4.4087766756838
20160330,1113806901,-4.37351026361663
20141106,1092631601,-4.34664150341565
20140509,3974601,-4.32307442115748
20150501,5330101,-4.31919753699474
20100810,174901,-4.28335888088828
20161115,5556801,-4.25124643874644
20140314,5131101,-4.2415209326974
20161208,1128301,-4.24120388379135
20160115,1100711901,-4.23403391403546
20170814,1400001,-4.22996461818557
20111024,4364201,-4.22019149082727
20160809,1114947401,-4.18752380549325
20170802,1101506101,-4.16854951760534
20121112,4364201,-4.1659132466477
20160512,1111217001,-4.00395155055408
20150807,1241801,-3.99079061473257
20160513,1114764201,-3.87044279927364
20170316,5135801,-3.8415026669119
20110224,210001,-3.83628711371967
20160512,1114791601,-3.79267702099692
20160504,1102159801,-3.77308707124011
20160805,1113653201,-3.76414399535787
20100819,33478201,-3.76282260454056
20160805,9666201,-3.75301194475764
20171107,1090281201,-3.73313571238551
20151112,1107834701,-3.73266194481334
20160812,1114279501,-3.73182387365516
20140822,7612501,-3.72637250208844
20100217,10208801,-3.72187667339457
20100506,1145701,-3.72096486003574
20120508,2009201,-3.70407270791345
20150305,1111138601,-3.6999188157645
20170516,5181301,-3.6985023206852
20100312,7869001,-3.69095063499655
20150318,5330101,-3.6826972549257
20150515,1112810101,-3.68244607803538
20160511,2695901,-3.66269890991104
20160513,1999101,-3.66249331193151
20161110,5273801,-3.64060711325149
20100908,2007801,-3.61683709354542
20130321,7106001,-3.61484567316796
20161110,1114068601,-3.59001546277888
20120208,28205701,-3.58065501224197
20160330,1111359301,-3.57837424430039
20160811,1113806901,-3.56980946336282
20150508,1096510201,-3.55836781675718
20170331,1112875001,-3.54065608221899
20170307,3285301,-3.52116146785223
20160810,1114499901,-3.52100214620472
20161109,1114499901,-3.51341012918315
20100226,2007801,-3.50393888756266
20150327,7043501,-3.48071495766698
20160513,1114279501,-3.47748120560039
20150330,1112810101,-3.46115007778172
20160811,1820001,-3.46092001135038
20170510,1113653201,-3.4565044850772
20100310,174901,-3.44079572149748
20121129,1098069101,-3.4310526579991
20151008,5996301,-3.42808292370165
20110517,2374801,-3.38038079470199
20121115,35204501,-3.36567164179104
20150612,4160301,-3.3454243179929
20110509,7846901,-3.32731197455124
20100212,2846301,-3.30909749025255
20160525,33129301,-3.30432651733596
20171108,1999701,-3.30190952858688
20151113,1111217001,-3.26855800413677
20141106,1107433701,-3.26558832041676
